PID,ContinentOfResidence,Item,ItemImage,Self_Owning,Self_Familiar,Danger_Self,Danger_Other,Danger_Robot,Self_Danger_Time,Other_Danger_Time,Robot_Danger_Time
PID_81,North America,Frother,frother-01.jpg,No,100,6,8,65,12.594,5.195,4.561
PID_81,North America,Microplane,microplane-01.jpg,Yes,100,83,93,85,15.443,4.601,5.864
PID_81,North America,Spatula,spatula-01.jpg,Yes,100,0,0,0,10.746,3.953,4.57
PID_81,North America,Spice Box,spicebox-01.jpg,Yes,100,0,0,0,8.888,3.743,3.28
PID_81,North America,Tea Spoon,teaspoon-01.jpg,Yes,100,0,0,0,10.168,3.418,3.868
PID_81,North America,Insulated Coffee Carafe,insulatedcoffeecarafe-01.jpg,Yes,100,58,76,72,11.542,4.755,4.68
PID_81,North America,Dish Soap,dishsoap-01.jpg,Yes,100,0,13,0,8.825,4.543,2.869
PID_82,North America,Carving Fork,carvingfork-01.jpg,No,77,0,0,57,15.941,8.971,4.866
PID_82,North America,Curler,curler-01.jpg,No,9,9,0,0,13.605,5.416,3.264
PID_82,North America,Coaster,coaster-01.jpg,Yes,100,78,0,0,10.949,5.696,3.076
PID_82,North America,Kettle,kettle-01.jpg,No,100,74,64,76,11.317,3.25,4.577
PID_82,North America,Butter Knife,butterknife-01.jpg,Yes,100,0,0,36,7.139,4.549,3.241
PID_82,North America,Measuring Spoon,measuringspoon-01.jpg,Yes,100,0,0,25,7.266,2.889,3.315
PID_82,North America,Meat Thermometer,meatthermometer-01.jpg,Yes,100,49,60,63,13.207,2.993,2.849
PID_82,North America,Cookbook,cookbook-01.jpg,Yes,100,0,0,0,9.061,3.126,2.922
PID_82,North America,Cheese Knife,cheeseknife-01.jpg,Yes,100,22,5,67,10.983,5.158,2.883
PID_82,North America,Placemat,placemat-01.jpg,Yes,100,56,2,0,9.988,3.14,2.913
PID_83,North America,Sponge,sponge-01.jpg,Yes,100,0,0,0,25.177,5.784,6.288
PID_83,North America,Wok,wok-01.jpg,Yes,83,0,0,7,14.652,5.294,6.348
PID_83,North America,Saucepan,saucepan-01.jpg,Yes,100,0,0,17,10.392,4.138,6.003
PID_83,North America,Ice Maker,icemaker-01.jpg,No,5,60,0,0,23.812,4.703,6.607
PID_83,North America,Thermos,thermos-01.jpg,Yes,100,0,0,0,8.208,3.826,6.902
PID_83,North America,Cracker,cracker-01.jpg,No,1,60,62,71,13.78,5.281,4.599
PID_83,North America,Matchbox,matchbox-01.jpg,Yes,100,60,87,98,11.502,6.692,5.151
PID_83,North America,Potato Masher,potatomasher-01.jpg,Yes,100,23,0,3,11.992,3.493,5.414
PID_83,North America,Meat Mallet,meatmallet-01.jpg,Yes,78,75,92,100,11.991,5.592,4.375
PID_83,North America,Egg Separator,eggseparator-01.jpg,Yes,75,0,0,0,9.233,6.061,4.707
PID_84,North America,Baking Dish,bakingdish-01.jpg,Yes,79,1,14,41,26.552,7.898,7.794
PID_84,North America,Wooden Cooking Spoon,woodencookingspoon-01.jpg,Yes,100,0,35,41,8.598,4.535,3.84
PID_84,North America,Zester,zester-01.jpg,Yes,100,10,33,50,12.475,5.18,7.287
PID_84,North America,Coffee Cup,coffeecup-01.jpg,Yes,100,22,20,51,15.06,3.637,4.223
PID_84,North America,Bottle Cap,bottlecap-01.jpg,No,50,14,16,21,22.7,3.214,5.553
PID_84,North America,Poacher,poacher-01.jpg,No,40,11,37,26,12.4,2.945,4.595
PID_84,North America,Potato Ricer,potatoricer-01.jpg,Yes,100,0,19,48,7.796,3.937,5.969
PID_84,North America,Spice Box,spicebox-01.jpg,No,75,8,27,36,12.501,2.745,2.774
PID_84,North America,Table Spoon,tablespoon-01.jpg,Yes,100,0,14,33,7.914,2.754,3.029
PID_84,North America,Placemat,placemat-01.jpg,Yes,100,0,7,35,7.797,2.503,3.251
PID_85,North America,Pot Holders,potholders-01.jpg,Yes,100,0,0,5,16.312,5.417,5.32
PID_85,North America,Pasta Machine,pastamachine-01.jpg,No,100,0,60,21,10.898,2.772,3.071
PID_85,North America,Mezzaluna,mezzaluna-01.jpg,No,0,100,77,71,9.2,2.427,2.654
PID_85,North America,Colander,colander-01.jpg,Yes,100,0,0,8,6.571,2.453,3.027
PID_85,North America,Potato Ricer,potatoricer-01.jpg,No,74,0,21,24,11.74,4.625,2.86
PID_85,North America,Tablecloth,tablecloth-01.jpg,Yes,100,0,0,0,19.948,2.49,5.051
PID_85,North America,Piping Syringe,pipingsyringe-01.jpg,Yes,84,0,0,0,11.798,3.166,10.101
PID_85,North America,Knife Sharpener,knifesharpener-01.jpg,No,0,0,71,72,11.52,2.447,2.339
PID_85,North America,Thermos,thermos-01.jpg,Yes,100,0,0,0,9.64,2.335,2.346
PID_85,North America,Dish Rack,dishrack-01.jpg,Yes,100,0,0,0,21.352,2.822,2.192
PID_86,North America,Bread Knife,breadknife-01.jpg,No,70,4,5,28,18.938,5.226,5.513
PID_86,North America,Bag,bag-01.jpg,Yes,100,0,0,0,9.691,3.485,2.615
PID_86,North America,Corkscrew,corkscrew-01.jpg,Yes,96,12,0,20,9.857,6.743,7.029
PID_86,North America,Plate,plate-01.jpg,Yes,100,1,0,6,8.961,2.701,4.488
PID_86,North America,Wine Glass,wineglass-01.jpg,Yes,100,4,0,19,9.6,3.44,3.899
PID_86,North America,Zester,zester-01.jpg,Yes,100,10,0,1,10.74,3.782,3.631
PID_86,North America,Cookie Cutter,cookiecutter-01.jpg,No,100,0,0,0,6.982,3.286,3.477
PID_86,North America,Chopper,chopper-01.jpg,No,17,0,0,6,9.765,3.6,6.111
PID_86,North America,Bottle Opener,bottleopener-01.jpg,Yes,100,0,0,10,7.174,3.339,3.8
PID_86,North America,Measuring Cups,measuringcups-01.jpg,Yes,100,0,0,0,6.845,3.5,3.465
PID_87,North America,Timer,timer-01.jpg,Yes,84,0,0,0,19.044,5.799,5.383
PID_87,North America,Pot,pot-01.jpg,Yes,100,0,0,55,13.948,3.156,4.424
PID_87,North America,Sieve,sieve-01.jpg,Yes,100,0,0,0,9.523,3.659,3.123
PID_87,North America,Piping Syringe,pipingsyringe-01.jpg,No,74,0,0,0,9.662,4.892,4.756
PID_87,North America,Baking Dish,bakingdish-01.jpg,Yes,100,0,0,0,10.607,3.376,2.884
PID_87,North America,Canister,canister-01.jpg,No,32,0,0,0,11.44,6.548,5.294
PID_87,North America,Pitter,pitter-01.jpg,No,85,9,5,18,17.846,29.596,3.526
PID_87,North America,Zester,zester-01.jpg,Yes,100,4,15,0,9.462,4.424,2.646
PID_87,North America,Cookie Cutter,cookiecutter-01.jpg,Yes,100,0,0,0,10.346,3.773,3.444
PID_87,North America,Metal Skewers,metalskewers-01.jpg,No,38,35,29,68,13.366,6.697,2.501
PID_88,North America,Peeler,peeler-01.jpg,Yes,83,27,12,70,14.762,11.531,6.803
PID_88,North America,Nutcracker,nutcracker-01.jpg,No,8,9,69,67,9.485,3.982,2.202
PID_88,North America,Scouring Sponge,scouringsponge-01.jpg,Yes,100,1,0,0,10.737,2.1,2.301
PID_88,North America,Dish Rack,dishrack-01.jpg,Yes,79,6,0,0,21.064,4.081,1.6
PID_88,North America,Champagne Flute,champagneflute-01.jpg,Yes,22,18,6,4,84.358,2.664,2.248
PID_88,North America,Sifter,sifter-01.jpg,No,0,2,0,6,44.182,3.115,3.205
PID_88,North America,Dish Soap,dishsoap-01.jpg,Yes,100,2,0,4,8.879,2.487,3.607
PID_88,North America,Pot Holders,potholders-01.jpg,No,10,10,1,4,7.945,3.501,3.41
PID_88,North America,Trash Can,trashcan-01.jpg,Yes,100,6,0,0,39.349,3.194,1.993
PID_88,North America,Napkin,napkin-01.jpg,Yes,100,0,9,1,7.281,4.348,2.163
PID_89,North America,Breadbox,breadbox-01.jpg,No,0,50,0,67,25.129,7.723,21.426
PID_89,North America,Hand Blender,handblender-01.jpg,Yes,100,21,28,77,15.695,6.327,5.684
PID_89,North America,Tablecloth,tablecloth-01.jpg,Yes,100,0,50,50,21.261,7.384,5.1
PID_89,North America,Deep Fryer,deepfryer-01.jpg,No,70,72,80,92,25.095,6.026,4.53
PID_89,North America,Wok,wok-01.jpg,Yes,77,50,50,80,16.439,4.803,5.157
PID_89,North America,Piping Bag,pipingbag-01.jpg,No,50,0,0,0,13.132,5.292,5.082
PID_89,North America,Bottle Cap,bottlecap-01.jpg,No,87,1,0,0,21.342,4.275,5.002
PID_89,North America,Lemon Squeezer,lemonsqueezer-01.jpg,Yes,100,0,0,0,10.827,5.601,5.912
PID_89,North America,Butter Knife,butterknife-01.jpg,Yes,100,0,0,0,12.504,5.739,6.398
PID_89,North America,Table Spoon,tablespoon-01.jpg,Yes,100,0,0,0,19.339,4.938,5.497
PID_90,North America,Twine,twine-01.jpg,No,65,41,30,39,30.882,11.787,13.659
PID_90,North America,Beer Mug,beermug-01.jpg,No,95,14,59,28,16.689,7.035,7.086
PID_90,North America,Curler,curler-01.jpg,No,19,59,65,57,16.878,9.867,6.169
PID_90,North America,Microplane,microplane-01.jpg,No,14,63,71,68,13.575,3.164,6.216
PID_90,North America,Wine Glass,wineglass-01.jpg,Yes,100,9,42,16,9.719,4.376,4.757
PID_90,North America,Lemon Squeezer,lemonsqueezer-01.jpg,Yes,100,0,0,14,8.32,4.104,6.362
PID_90,North America,Corkscrew,corkscrew-01.jpg,Yes,92,46,55,54,15.316,4.004,6.846
PID_90,North America,Wok,wok-01.jpg,Yes,90,64,51,48,11.078,3.701,5.443
PID_90,North America,Chopper,chopper-01.jpg,No,76,48,51,45,11.139,4.0,3.384
PID_90,North America,Meat Mallet,meatmallet-01.jpg,No,82,52,41,62,13.326,7.785,4.49
PID_91,North America,Kettle,kettle-01.jpg,No,100,0,11,9,33.576,23.168,10.865
PID_91,North America,Jar,jar-01.jpg,No,100,0,0,6,26.025,13.295,6.808
PID_91,North America,Mixer,mixer-01.jpg,Yes,100,0,0,0,12.52,8.15,4.117
PID_91,North America,Meat Mallet,meatmallet-01.jpg,No,100,0,0,12,13.423,5.049,8.227
PID_91,North America,Frother,frother-01.jpg,No,100,0,0,0,13.596,4.499,3.47
PID_91,North America,Serving Spoon,servingspoon-01.jpg,No,100,0,5,10,38.379,4.663,5.055
PID_91,North America,Muffin Tray,muffintray-01.jpg,Yes,100,0,7,8,11.916,5.398,3.969
PID_91,North America,Shaker,shaker-01.jpg,Yes,100,0,0,0,13.329,3.229,4.477
PID_91,North America,Corer,corer-01.jpg,No,83,0,0,0,13.279,3.276,4.549
PID_91,North America,Coffee Cup,coffeecup-01.jpg,Yes,100,0,0,6,9.237,3.843,4.038
PID_92,North America,Microplane,microplane-01.jpg,No,4,64,72,100,26.498,6.327,19.416
PID_92,North America,Dish Soap,dishsoap-01.jpg,Yes,99,0,0,70,18.395,14.52,5.02
PID_92,North America,Bottle Opener,bottleopener-01.jpg,Yes,100,22,66,100,15.466,7.9,5.564
PID_92,North America,Wine Glass,wineglass-01.jpg,Yes,100,9,92,100,23.522,4.289,14.15
PID_92,North America,Baking Paper,bakingpaper-01.jpg,Yes,100,0,0,70,22.413,5.801,3.788
PID_92,North America,Nutcracker,nutcracker-01.jpg,No,68,74,100,100,22.73,18.985,12.433
PID_92,North America,Straw,straw-01.jpg,Yes,100,6,10,76,19.772,8.664,3.742
PID_92,North America,Container,container-01.jpg,Yes,100,0,0,49,15.164,9.387,5.091
PID_92,North America,Dessert Fork,dessertfork-01.jpg,Yes,100,37,90,100,59.657,17.394,4.177
PID_92,North America,Ladle,ladle-01.jpg,Yes,100,4,6,91,15.891,6.171,9.414
PID_93,North America,Tea Spoon,teaspoon-01.jpg,Yes,100,0,0,4,18.812,13.902,16.472
PID_93,North America,Ramekin,ramekin-01.jpg,Yes,84,0,55,11,17.455,41.976,8.222
PID_93,North America,Peeler,peeler-01.jpg,Yes,97,58,37,83,28.38,10.632,10.036
PID_93,North America,Mill,mill-01.jpg,No,0,5,66,67,36.073,12.223,10.677
PID_93,North America,Zipper Bag,zipperbag-01.jpg,Yes,100,0,0,0,44.157,5.212,3.238
PID_93,North America,Serving Fork,servingfork-01.jpg,No,97,21,56,88,28.359,6.956,9.335
PID_93,North America,Dish Cloth,dishcloth-01.jpg,Yes,100,0,0,0,13.49,3.395,3.388
PID_93,North America,Measuring Cup,measuringcup-01.jpg,Yes,100,0,0,0,14.018,3.627,10.576
PID_93,North America,Bowl,bowl-01.jpg,Yes,100,1,9,65,22.412,11.854,4.785
PID_93,North America,Cake Lifter,cakelifter-01.jpg,No,98,0,5,69,19.139,6.358,3.867
PID_94,North America,Dish Cloth,dishcloth-01.jpg,Yes,100,0,0,0,16.724,197.426,5.48
PID_94,North America,Mixer,mixer-01.jpg,No,100,50,22,60,14.233,7.607,4.313
PID_94,North America,Blender,blender-01.jpg,Yes,100,65,25,65,17.155,17.986,3.341
PID_94,North America,Scraper,scraper-01.jpg,No,100,0,0,0,17.321,4.812,5.014
PID_94,North America,Rolling Pin,rollingpin-01.jpg,Yes,100,0,0,50,20.662,6.631,6.8
PID_94,North America,Bowl,bowl-01.jpg,Yes,100,0,0,0,13.457,4.332,7.11
PID_94,North America,Ramekin,ramekin-01.jpg,No,67,0,0,0,21.002,164.327,6.982
PID_94,North America,Paring Knife,paringknife-01.jpg,Yes,100,100,100,100,13.319,194.729,5.515
PID_94,North America,Corkscrew,corkscrew-01.jpg,No,100,63,66,100,12.622,26.702,9.182
PID_94,North America,Water Glass,waterglass-01.jpg,Yes,100,50,13,73,11.003,6.197,4.901
PID_95,North America,Jar,jar-01.jpg,Yes,100,3,8,0,18.156,7.68,5.99
PID_95,North America,Tea Sieve,teasieve-01.jpg,Yes,100,0,0,0,7.248,3.968,3.06
PID_95,North America,Scissors,scissors-01.jpg,Yes,100,19,32,15,11.387,4.201,3.751
PID_95,North America,Bottle,bottle-01.jpg,Yes,100,10,40,8,7.561,3.677,3.185
PID_95,North America,Shaker,shaker-01.jpg,No,100,0,0,0,9.949,3.013,2.845
PID_95,North America,Bottle Cap,bottlecap-01.jpg,Yes,100,4,13,0,10.739,2.978,2.545
PID_95,North America,Mug,mug-01.jpg,Yes,100,0,15,5,6.147,3.514,3.927
PID_95,North America,Meat Thermometer,meatthermometer-01.jpg,No,71,2,36,15,9.501,6.812,4.453
PID_95,North America,Mechanical Egg Beater,mechanicaleggbeater-01.jpg,No,66,0,3,0,13.97,6.817,2.657
PID_95,North America,Champagne Bottle Resealer,champagnebottleresealer-01.jpg,No,9,5,0,0,8.852,4.136,2.776
PID_96,North America,Placemat,placemat-01.jpg,Yes,100,0,0,0,8.942,4.246,4.104
PID_96,North America,Soup Plate,soupplate-01.jpg,Yes,100,0,0,25,6.482,2.034,5.156
PID_96,North America,Whisk,whisk-01.jpg,Yes,31,0,0,0,7.794,3.37,3.289
PID_96,North America,Toaster,toaster-01.jpg,Yes,100,16,24,70,10.852,2.826,2.101
PID_96,North America,Shot Glas,shotglas-01.jpg,No,71,0,0,0,11.474,5.302,2.149
PID_96,North America,Corer,corer-01.jpg,No,0,50,36,71,10.359,6.759,2.277
PID_96,North America,Serving Fork,servingfork-01.jpg,No,100,58,8,68,10.063,2.482,2.625
PID_96,North America,Corkscrew,corkscrew-01.jpg,Yes,11,37,29,20,8.945,2.395,3.292
PID_96,North America,Pot Holders,potholders-01.jpg,No,0,0,0,0,9.003,2.614,1.957
PID_96,North America,Dishwashing Brush,dishwashingbrush-01.jpg,No,22,17,0,37,12.959,2.109,2.825
PID_97,North America,Tray,tray-01.jpg,No,21,0,0,0,13.58,4.905,4.012
PID_97,North America,Spider,spider-01.jpg,Yes,82,6,3,5,10.264,4.635,5.657
PID_97,North America,Mug,mug-01.jpg,Yes,100,0,0,5,15.255,6.96,4.245
PID_97,North America,Brush,brush-01.jpg,Yes,100,0,0,7,7.445,3.612,3.389
PID_97,North America,Cheese Cleaver,cheesecleaver-01.jpg,No,33,80,90,100,14.0,3.783,2.831
PID_97,North America,Dish Soap,dishsoap-01.jpg,Yes,100,0,0,40,9.362,4.216,3.5
PID_97,North America,Dessert Fork,dessertfork-01.jpg,Yes,100,0,17,71,11.502,3.717,3.086
PID_97,North America,Mezzaluna,mezzaluna-01.jpg,No,83,81,87,87,10.31,4.354,3.055
PID_97,North America,Perforated Spoon,perforatedspoon-01.jpg,Yes,82,27,15,16,17.318,3.629,2.74
PID_97,North America,Sieve,sieve-01.jpg,Yes,89,10,0,18,6.526,3.723,2.959
PID_98,North America,Serving Fork,servingfork-01.jpg,No,24,0,55,56,19.313,8.342,11.301
PID_98,North America,Funnel,funnel-01.jpg,Yes,83,0,0,11,15.823,3.323,4.214
PID_98,North America,Container,container-01.jpg,Yes,100,0,0,2,8.958,3.871,4.08
PID_98,North America,Kettle,kettle-01.jpg,No,100,55,59,75,13.833,3.201,2.714
PID_98,North America,Dish Rack,dishrack-01.jpg,Yes,100,0,0,0,9.855,4.67,2.859
PID_98,North America,Jar,jar-01.jpg,Yes,100,4,8,6,8.939,3.517,3.385
PID_98,North America,Piping Syringe,pipingsyringe-01.jpg,No,21,0,7,0,13.299,5.861,3.14
PID_98,North America,Scissors,scissors-01.jpg,Yes,100,75,77,93,8.54,3.482,3.407
PID_98,North America,Tea Spoon,teaspoon-01.jpg,Yes,100,0,0,0,7.806,3.5,2.7
PID_98,North America,Bread Knife,breadknife-01.jpg,Yes,100,74,78,100,9.559,5.711,3.885
PID_99,North America,Beer Mug,beermug-01.jpg,Yes,51,0,6,94,14.142,6.76,6.105
PID_99,North America,Coffee Dripper,coffeedripper-01.jpg,No,0,6,0,78,13.634,3.835,3.547
PID_99,North America,Shot Glas,shotglas-01.jpg,No,36,0,7,77,11.346,4.279,3.25
PID_99,North America,Placemat,placemat-01.jpg,Yes,77,0,0,83,9.4,6.971,5.513
PID_99,North America,Whisk,whisk-01.jpg,Yes,26,0,10,81,8.553,3.832,3.913
PID_99,North America,Dish Soap,dishsoap-01.jpg,Yes,96,1,1,83,9.226,5.777,4.292
PID_99,North America,Mixing Bowl,mixingbowl-01.jpg,Yes,16,0,3,83,9.709,5.272,3.258
PID_99,North America,Champagne Bottle Resealer,champagnebottleresealer-01.jpg,No,0,14,10,88,13.326,5.069,3.051
PID_99,North America,Pitter,pitter-01.jpg,No,0,0,1,86,11.762,4.439,2.841
PID_99,North America,Spider,spider-01.jpg,No,24,0,10,89,8.595,4.998,6.352
PID_100,North America,Coaster,coaster-01.jpg,Yes,84,0,0,8,11.265,3.892,4.213
PID_100,North America,Blender,blender-01.jpg,Yes,100,9,7,9,8.107,2.575,2.979
PID_100,North America,Spatula,spatula-01.jpg,Yes,100,0,0,38,7.048,2.553,4.974
PID_100,North America,Ice Cream Scoop,icecreamscoop-01.jpg,No,32,0,0,17,7.9,2.713,2.42
PID_100,North America,Spice Box,spicebox-01.jpg,Yes,100,3,0,14,8.356,2.213,2.392
PID_100,North America,Table Spoon,tablespoon-01.jpg,Yes,100,0,0,12,6.409,2.521,2.528
PID_100,North America,Can Opener,canopener-01.jpg,Yes,100,15,5,11,6.506,3.103,2.978
PID_100,North America,Egg Slicer,eggslicer-01.jpg,No,64,0,0,13,6.767,2.075,2.386
PID_100,North America,Cookbook,cookbook-01.jpg,Yes,100,0,0,0,9.045,2.773,3.984
PID_100,North America,Dish Rack,dishrack-01.jpg,Yes,100,0,0,0,5.601,2.384,2.246
PID_101,North America,Mechanical Egg Beater,mechanicaleggbeater-01.jpg,No,34,65,96,90,32.186,7.448,4.801
PID_101,North America,Ice Cube Tray,icecubetray-01.jpg,Yes,97,5,15,0,10.616,3.676,4.665
PID_101,North America,Bag,bag-01.jpg,Yes,95,34,86,32,13.137,3.631,4.219
PID_101,North America,Blender,blender-01.jpg,Yes,84,69,78,100,13.039,5.784,3.961
PID_101,North America,Mill,mill-01.jpg,No,68,42,70,78,14.685,4.087,3.188
PID_101,North America,Curler,curler-01.jpg,No,27,72,78,23,12.416,4.959,3.774
PID_101,North America,Spatula,spatula-01.jpg,Yes,86,11,10,4,10.207,17.651,5.408
PID_101,North America,Boil Over Preventer,boiloverpreventer-01.jpg,No,21,58,15,7,11.927,3.698,3.63
PID_101,North America,Teapot,teapot-01.jpg,No,30,29,23,12,12.838,8.551,4.13
PID_101,North America,Meat Mallet,meatmallet-01.jpg,No,77,81,90,100,14.542,3.331,4.074
PID_102,North America,Wok,wok-01.jpg,Yes,61,19,5,24,13.994,6.996,6.701
PID_102,North America,Cake Lifter,cakelifter-01.jpg,Yes,90,4,4,39,11.025,3.371,5.768
PID_102,North America,Frother,frother-01.jpg,Yes,86,4,4,50,7.595,3.79,2.78
PID_102,North America,Cookie Cutter,cookiecutter-01.jpg,Yes,96,5,5,12,10.156,3.508,7.83
PID_102,North America,Cracker,cracker-01.jpg,Yes,62,52,53,62,13.668,5.039,4.412
PID_102,North America,Jar,jar-01.jpg,Yes,87,0,3,5,11.486,3.344,4.611
PID_102,North America,Ladle,ladle-01.jpg,Yes,97,0,4,6,7.007,3.235,3.551
PID_102,North America,Pitter,pitter-01.jpg,Yes,87,5,10,23,9.425,4.533,3.273
PID_102,North America,Brush,brush-01.jpg,Yes,94,2,1,6,6.166,4.292,2.73
PID_102,North America,Bottle,bottle-01.jpg,Yes,95,0,0,12,7.57,3.566,2.615
PID_103,North America,Mandoline,mandoline-01.jpg,No,39,55,15,57,11.738,8.681,4.866
PID_103,North America,Coaster,coaster-01.jpg,Yes,57,0,0,50,8.061,3.184,2.175
PID_103,North America,Ramekin,ramekin-01.jpg,Yes,91,0,0,51,7.149,2.801,2.612
PID_103,North America,Brush,brush-01.jpg,Yes,94,0,0,26,7.052,2.499,5.046
PID_103,North America,Ice Maker,icemaker-01.jpg,No,10,59,52,63,7.227,4.051,2.79
PID_103,North America,Cheese Cleaver,cheesecleaver-01.jpg,Yes,54,91,88,100,7.1,2.859,2.912
PID_103,North America,Potato Ricer,potatoricer-01.jpg,Yes,62,23,16,55,8.261,2.663,2.125
PID_103,North America,Blow Torch,blowtorch-01.jpg,No,11,91,100,100,5.88,1.893,2.067
PID_103,North America,Pasta Machine,pastamachine-01.jpg,No,14,52,53,64,6.905,2.959,2.559
PID_103,North America,Cake Lifter,cakelifter-01.jpg,Yes,88,0,0,51,5.654,2.07,2.127
PID_104,North America,Peeler,peeler-01.jpg,Yes,89,0,0,10,20.528,7.44,6.171
PID_104,North America,Potato Masher,potatomasher-01.jpg,Yes,100,0,0,9,22.235,8.657,6.086
PID_104,North America,Tea Spoon,teaspoon-01.jpg,Yes,100,0,0,0,13.408,5.408,8.671
PID_104,North America,Bowl,bowl-01.jpg,Yes,100,0,0,0,11.46,6.84,6.445
PID_104,North America,Canister,canister-01.jpg,No,77,0,0,15,18.567,6.866,4.684
PID_104,North America,Spatula,spatula-01.jpg,Yes,100,0,0,0,11.706,5.261,4.881
PID_104,North America,Dish Soap,dishsoap-01.jpg,Yes,100,0,0,0,15.168,6.181,4.893
PID_104,North America,Chef's Knife,chefsknife-01.jpg,Yes,100,7,2,69,13.461,5.823,6.425
PID_104,North America,Kettle,kettle-01.jpg,Yes,73,16,10,77,10.991,5.438,3.95
PID_104,North America,Kitchen Knife,kitchenknife-01.jpg,Yes,100,0,2,50,13.801,5.649,6.712
PID_105,South America,Scissors,scissors-01.jpg,Yes,100,23,53,8,11.589,12.3,5.059
PID_105,South America,Microplane,microplane-01.jpg,No,69,47,23,7,10.906,4.279,3.985
PID_105,South America,Bowl,bowl-01.jpg,Yes,100,0,0,10,7.263,6.023,4.428
PID_105,South America,Cake Lifter,cakelifter-01.jpg,No,61,0,0,0,9.368,2.651,2.711
PID_105,South America,Mortar and Pestle,mortarandpestle-01.jpg,No,21,15,52,3,10.65,3.488,3.118
PID_105,South America,Wooden Cooking Spoon,woodencookingspoon-01.jpg,Yes,100,0,0,0,8.308,2.615,2.937
PID_105,South America,Table Spoon,tablespoon-01.jpg,Yes,100,0,0,0,7.285,2.749,2.405
PID_105,South America,Butter Knife,butterknife-01.jpg,Yes,78,0,0,0,9.218,2.774,3.773
PID_105,South America,Jar,jar-01.jpg,Yes,100,0,3,0,7.351,3.023,2.756
PID_105,South America,Ladle,ladle-01.jpg,Yes,100,0,0,0,7.145,2.882,2.771
PID_106,South America,Measuring Cup,measuringcup-01.jpg,No,84,8,0,13,16.748,6.612,9.288
PID_106,South America,Bottle Opener,bottleopener-01.jpg,Yes,93,9,3,17,9.781,5.819,3.963
PID_106,South America,Brush,brush-01.jpg,No,58,0,0,4,9.876,2.31,4.324
PID_106,South America,Wok,wok-01.jpg,Yes,100,0,7,20,8.127,3.25,3.928
PID_106,South America,Peeler,peeler-01.jpg,Yes,76,0,0,18,8.596,2.617,2.275
PID_106,South America,Cracker,cracker-01.jpg,No,53,0,3,18,8.777,5.165,2.871
PID_106,South America,Bread Knife,breadknife-01.jpg,Yes,100,23,23,13,8.254,2.594,2.512
PID_106,South America,Scouring Sponge,scouringsponge-01.jpg,Yes,89,0,0,0,7.466,2.774,2.279
PID_106,South America,Wine Glass,wineglass-01.jpg,Yes,100,4,11,16,8.142,4.721,3.669
PID_106,South America,Kettle,kettle-01.jpg,Yes,100,0,8,17,7.685,5.552,2.939
PID_107,Asia,Apron,apron-01.jpg,Yes,97,0,0,6,14.374,4.823,3.534
PID_107,Asia,Dish Towel,dishtowel-01.jpg,Yes,100,0,0,6,8.918,5.521,3.24
PID_107,Asia,Zester,zester-01.jpg,Yes,97,15,0,14,41.607,4.437,3.316
PID_107,Asia,Paring Knife,paringknife-01.jpg,Yes,93,31,36,58,23.194,3.823,4.532
PID_107,Asia,Nutcracker,nutcracker-01.jpg,Yes,97,15,18,16,7.49,7.099,2.389
PID_107,Asia,Grater,grater-01.jpg,Yes,99,16,1,15,8.301,3.05,2.3
PID_107,Asia,Butter Knife,butterknife-01.jpg,Yes,100,6,3,36,9.257,2.736,2.788
PID_107,Asia,Meat Thermometer,meatthermometer-01.jpg,No,55,16,2,48,10.53,3.601,2.535
PID_107,Asia,Thermos,thermos-01.jpg,Yes,93,16,4,44,8.125,3.453,2.7
PID_107,Asia,Mill,mill-01.jpg,Yes,96,2,0,16,12.379,2.468,2.416
PID_108,South America,Baking Paper,bakingpaper-01.jpg,No,0,0,0,0,21.833,3.819,5.022
PID_108,South America,Mug,mug-01.jpg,Yes,100,0,0,58,7.67,3.002,2.599
PID_108,South America,Ramekin,ramekin-01.jpg,Yes,64,0,0,2,12.0,2.008,2.938
PID_108,South America,Measuring Spoon,measuringspoon-01.jpg,No,53,0,0,0,9.551,1.9,1.901
PID_108,South America,Bottle Opener,bottleopener-01.jpg,Yes,100,0,0,66,9.146,6.399,2.552
PID_108,South America,Baller,baller-01.jpg,No,75,0,0,7,8.454,3.073,3.521
PID_108,South America,Meat Thermometer,meatthermometer-01.jpg,No,53,0,0,5,10.975,2.824,2.506
PID_108,South America,Cake Lifter,cakelifter-01.jpg,Yes,87,0,0,52,5.928,2.55,2.929
PID_108,South America,Perforated Spoon,perforatedspoon-01.jpg,Yes,74,0,0,0,7.875,3.606,2.918
PID_108,South America,Soup Plate,soupplate-01.jpg,Yes,100,0,0,75,6.18,10.442,2.296
PID_109,Asia,Microplane,microplane-01.jpg,Yes,100,0,0,14,16.841,6.497,4.069
PID_109,Asia,Bottle Cap,bottlecap-01.jpg,No,100,0,0,0,10.655,3.749,4.119
PID_109,Asia,Straw,straw-01.jpg,Yes,100,100,0,0,9.8,3.65,4.147
PID_109,Asia,Ice Cube Tray,icecubetray-01.jpg,Yes,100,0,0,68,7.493,2.072,4.411
PID_109,Asia,Kitchen Scale,kitchenscale-01.jpg,No,100,0,0,30,10.499,2.127,3.801
PID_109,Asia,Cheese Cleaver,cheesecleaver-01.jpg,Yes,87,82,84,73,15.229,3.063,3.442
PID_109,Asia,Kettle,kettle-01.jpg,Yes,100,70,70,66,11.28,2.474,3.917
