PID,Item,Perspective,Danger,Owning,Familiar,ATI,CookingFrequency,CookingAlone,CookingTogether,CookingExpertise
PID_79,Pot Holders,Robot,54,No,55,5.111111111111111,3.0,3.0,0.0,56.0
PID_79,Potato Ricer,Self,3,Yes,81,5.111111111111111,3.0,3.0,0.0,56.0
PID_79,Potato Ricer,Other,3,Yes,81,5.111111111111111,3.0,3.0,0.0,56.0
PID_79,Potato Ricer,Robot,55,Yes,81,5.111111111111111,3.0,3.0,0.0,56.0
PID_80,Chef's Knife,Self,5,Yes,91,5.0,14.0,14.0,0.0,19.0
PID_80,Chef's Knife,Other,21,Yes,91,5.0,14.0,14.0,0.0,19.0
PID_80,Chef's Knife,Robot,81,Yes,91,5.0,14.0,14.0,0.0,19.0
PID_80,Insulated Coffee Carafe,Self,0,Yes,84,5.0,14.0,14.0,0.0,19.0
PID_80,Insulated Coffee Carafe,Other,0,Yes,84,5.0,14.0,14.0,0.0,19.0
PID_80,Insulated Coffee Carafe,Robot,61,Yes,84,5.0,14.0,14.0,0.0,19.0
PID_80,Curler,Self,0,No,60,5.0,14.0,14.0,0.0,19.0
PID_80,Curler,Other,0,No,60,5.0,14.0,14.0,0.0,19.0
PID_80,Curler,Robot,24,No,60,5.0,14.0,14.0,0.0,19.0
PID_80,Thermos,Self,0,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Thermos,Other,0,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Thermos,Robot,0,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Masher,Self,0,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Masher,Other,0,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Masher,Robot,60,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Table Knife,Self,0,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Table Knife,Other,0,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Table Knife,Robot,64,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Napkin,Self,0,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Napkin,Other,0,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Napkin,Robot,0,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Butter Knife,Self,0,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Butter Knife,Other,0,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Butter Knife,Robot,57,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Measuring Cup,Self,0,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Measuring Cup,Other,0,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Measuring Cup,Robot,0,Yes,100,5.0,14.0,14.0,0.0,19.0
PID_80,Egg Slicer,Self,0,No,100,5.0,14.0,14.0,0.0,19.0
PID_80,Egg Slicer,Other,0,No,100,5.0,14.0,14.0,0.0,19.0
PID_80,Egg Slicer,Robot,59,No,100,5.0,14.0,14.0,0.0,19.0
PID_81,Serving Bowl,Self,0,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Serving Bowl,Other,0,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Serving Bowl,Robot,35,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Pressure Cooker,Self,68,No,67,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Pressure Cooker,Other,87,No,67,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Pressure Cooker,Robot,71,No,67,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Coaster,Self,0,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Coaster,Other,0,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Coaster,Robot,0,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Frother,Self,6,No,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Frother,Other,8,No,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Frother,Robot,65,No,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Microplane,Self,83,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Microplane,Other,93,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Microplane,Robot,85,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Spatula,Self,0,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Spatula,Other,0,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Spatula,Robot,0,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Spice Box,Self,0,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Spice Box,Other,0,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Spice Box,Robot,0,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Tea Spoon,Self,0,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Tea Spoon,Other,0,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Tea Spoon,Robot,0,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Insulated Coffee Carafe,Self,58,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Insulated Coffee Carafe,Other,76,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Insulated Coffee Carafe,Robot,72,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Dish Soap,Self,0,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Dish Soap,Other,13,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_81,Dish Soap,Robot,0,Yes,100,3.4444444444444446,5.0,5.0,0.0,34.0
PID_82,Carving Fork,Self,0,No,77,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Carving Fork,Other,0,No,77,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Carving Fork,Robot,57,No,77,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Curler,Self,9,No,9,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Curler,Other,0,No,9,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Curler,Robot,0,No,9,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Coaster,Self,78,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Coaster,Other,0,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Coaster,Robot,0,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Kettle,Self,74,No,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Kettle,Other,64,No,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Kettle,Robot,76,No,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Butter Knife,Self,0,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Butter Knife,Other,0,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Butter Knife,Robot,36,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Measuring Spoon,Self,0,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Measuring Spoon,Other,0,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Measuring Spoon,Robot,25,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Meat Thermometer,Self,49,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Meat Thermometer,Other,60,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Meat Thermometer,Robot,63,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Cookbook,Self,0,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Cookbook,Other,0,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Cookbook,Robot,0,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Cheese Knife,Self,22,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Cheese Knife,Other,5,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Cheese Knife,Robot,67,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Placemat,Self,56,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Placemat,Other,2,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_82,Placemat,Robot,0,Yes,100,4.333333333333333,4.0,4.0,0.0,17.0
PID_83,Sponge,Self,0,Yes,100,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Sponge,Other,0,Yes,100,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Sponge,Robot,0,Yes,100,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Wok,Self,0,Yes,83,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Wok,Other,0,Yes,83,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Wok,Robot,7,Yes,83,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Saucepan,Self,0,Yes,100,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Saucepan,Other,0,Yes,100,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Saucepan,Robot,17,Yes,100,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Ice Maker,Self,60,No,5,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Ice Maker,Other,0,No,5,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Ice Maker,Robot,0,No,5,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Thermos,Self,0,Yes,100,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Thermos,Other,0,Yes,100,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Thermos,Robot,0,Yes,100,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Cracker,Self,60,No,1,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Cracker,Other,62,No,1,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Cracker,Robot,71,No,1,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Matchbox,Self,60,Yes,100,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Matchbox,Other,87,Yes,100,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Matchbox,Robot,98,Yes,100,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Potato Masher,Self,23,Yes,100,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Potato Masher,Other,0,Yes,100,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Potato Masher,Robot,3,Yes,100,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Meat Mallet,Self,75,Yes,78,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Meat Mallet,Other,92,Yes,78,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Meat Mallet,Robot,100,Yes,78,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Egg Separator,Self,0,Yes,75,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Egg Separator,Other,0,Yes,75,4.555555555555555,3.0,0.0,3.0,26.0
PID_83,Egg Separator,Robot,0,Yes,75,4.555555555555555,3.0,0.0,3.0,26.0
PID_84,Baking Dish,Self,1,Yes,79,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Baking Dish,Other,14,Yes,79,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Baking Dish,Robot,41,Yes,79,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Wooden Cooking Spoon,Self,0,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Wooden Cooking Spoon,Other,35,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Wooden Cooking Spoon,Robot,41,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Zester,Self,10,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Zester,Other,33,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Zester,Robot,50,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Coffee Cup,Self,22,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Coffee Cup,Other,20,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Coffee Cup,Robot,51,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Bottle Cap,Self,14,No,50,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Bottle Cap,Other,16,No,50,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Bottle Cap,Robot,21,No,50,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Poacher,Self,11,No,40,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Poacher,Other,37,No,40,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Poacher,Robot,26,No,40,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Potato Ricer,Self,0,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Potato Ricer,Other,19,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Potato Ricer,Robot,48,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Spice Box,Self,8,No,75,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Spice Box,Other,27,No,75,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Spice Box,Robot,36,No,75,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Table Spoon,Self,0,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Table Spoon,Other,14,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Table Spoon,Robot,33,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Placemat,Self,0,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Placemat,Other,7,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_84,Placemat,Robot,35,Yes,100,4.444444444444445,4.0,3.0,4.0,52.0
PID_85,Pot Holders,Self,0,Yes,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Pot Holders,Other,0,Yes,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Pot Holders,Robot,5,Yes,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Pasta Machine,Self,0,No,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Pasta Machine,Other,60,No,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Pasta Machine,Robot,21,No,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Mezzaluna,Self,100,No,0,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Mezzaluna,Other,77,No,0,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Mezzaluna,Robot,71,No,0,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Colander,Self,0,Yes,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Colander,Other,0,Yes,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Colander,Robot,8,Yes,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Potato Ricer,Self,0,No,74,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Potato Ricer,Other,21,No,74,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Potato Ricer,Robot,24,No,74,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Tablecloth,Self,0,Yes,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Tablecloth,Other,0,Yes,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Tablecloth,Robot,0,Yes,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Piping Syringe,Self,0,Yes,84,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Piping Syringe,Other,0,Yes,84,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Piping Syringe,Robot,0,Yes,84,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Knife Sharpener,Self,0,No,0,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Knife Sharpener,Other,71,No,0,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Knife Sharpener,Robot,72,No,0,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Thermos,Self,0,Yes,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Thermos,Other,0,Yes,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Thermos,Robot,0,Yes,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Dish Rack,Self,0,Yes,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Dish Rack,Other,0,Yes,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_85,Dish Rack,Robot,0,Yes,100,2.111111111111111,2.0,1.0,1.0,16.0
PID_86,Bread Knife,Self,4,No,70,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Bread Knife,Other,5,No,70,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Bread Knife,Robot,28,No,70,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Bag,Self,0,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Bag,Other,0,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Bag,Robot,0,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Corkscrew,Self,12,Yes,96,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Corkscrew,Other,0,Yes,96,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Corkscrew,Robot,20,Yes,96,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Plate,Self,1,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Plate,Other,0,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Plate,Robot,6,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Wine Glass,Self,4,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Wine Glass,Other,0,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Wine Glass,Robot,19,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Zester,Self,10,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Zester,Other,0,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Zester,Robot,1,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Cookie Cutter,Self,0,No,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Cookie Cutter,Other,0,No,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Cookie Cutter,Robot,0,No,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Chopper,Self,0,No,17,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Chopper,Other,0,No,17,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Chopper,Robot,6,No,17,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Bottle Opener,Self,0,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Bottle Opener,Other,0,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Bottle Opener,Robot,10,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Measuring Cups,Self,0,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Measuring Cups,Other,0,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_86,Measuring Cups,Robot,0,Yes,100,3.111111111111111,16.0,8.0,8.0,38.0
PID_87,Timer,Self,0,Yes,84,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Timer,Other,0,Yes,84,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Timer,Robot,0,Yes,84,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Pot,Self,0,Yes,100,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Pot,Other,0,Yes,100,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Pot,Robot,55,Yes,100,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Sieve,Self,0,Yes,100,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Sieve,Other,0,Yes,100,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Sieve,Robot,0,Yes,100,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Piping Syringe,Self,0,No,74,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Piping Syringe,Other,0,No,74,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Piping Syringe,Robot,0,No,74,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Baking Dish,Self,0,Yes,100,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Baking Dish,Other,0,Yes,100,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Baking Dish,Robot,0,Yes,100,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Canister,Self,0,No,32,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Canister,Other,0,No,32,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Canister,Robot,0,No,32,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Pitter,Self,9,No,85,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Pitter,Other,5,No,85,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Pitter,Robot,18,No,85,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Zester,Self,4,Yes,100,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Zester,Other,15,Yes,100,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Zester,Robot,0,Yes,100,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Cookie Cutter,Self,0,Yes,100,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Cookie Cutter,Other,0,Yes,100,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Cookie Cutter,Robot,0,Yes,100,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Metal Skewers,Self,35,No,38,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Metal Skewers,Other,29,No,38,4.111111111111111,2.0,2.0,0.0,100.0
PID_87,Metal Skewers,Robot,68,No,38,4.111111111111111,2.0,2.0,0.0,100.0
PID_88,Peeler,Self,27,Yes,83,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Peeler,Other,12,Yes,83,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Peeler,Robot,70,Yes,83,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Nutcracker,Self,9,No,8,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Nutcracker,Other,69,No,8,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Nutcracker,Robot,67,No,8,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Scouring Sponge,Self,1,Yes,100,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Scouring Sponge,Other,0,Yes,100,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Scouring Sponge,Robot,0,Yes,100,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Dish Rack,Self,6,Yes,79,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Dish Rack,Other,0,Yes,79,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Dish Rack,Robot,0,Yes,79,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Champagne Flute,Self,18,Yes,22,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Champagne Flute,Other,6,Yes,22,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Champagne Flute,Robot,4,Yes,22,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Sifter,Self,2,No,0,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Sifter,Other,0,No,0,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Sifter,Robot,6,No,0,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Dish Soap,Self,2,Yes,100,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Dish Soap,Other,0,Yes,100,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Dish Soap,Robot,4,Yes,100,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Pot Holders,Self,10,No,10,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Pot Holders,Other,1,No,10,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Pot Holders,Robot,4,No,10,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Trash Can,Self,6,Yes,100,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Trash Can,Other,0,Yes,100,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Trash Can,Robot,0,Yes,100,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Napkin,Self,0,Yes,100,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Napkin,Other,9,Yes,100,4.222222222222222,3.0,1.0,3.0,22.0
PID_88,Napkin,Robot,1,Yes,100,4.222222222222222,3.0,1.0,3.0,22.0
PID_89,Breadbox,Self,50,No,0,4.0,5.0,5.0,0.0,17.0
PID_89,Breadbox,Other,0,No,0,4.0,5.0,5.0,0.0,17.0
PID_89,Breadbox,Robot,67,No,0,4.0,5.0,5.0,0.0,17.0
PID_89,Hand Blender,Self,21,Yes,100,4.0,5.0,5.0,0.0,17.0
PID_89,Hand Blender,Other,28,Yes,100,4.0,5.0,5.0,0.0,17.0
PID_89,Hand Blender,Robot,77,Yes,100,4.0,5.0,5.0,0.0,17.0
PID_89,Tablecloth,Self,0,Yes,100,4.0,5.0,5.0,0.0,17.0
PID_89,Tablecloth,Other,50,Yes,100,4.0,5.0,5.0,0.0,17.0
PID_89,Tablecloth,Robot,50,Yes,100,4.0,5.0,5.0,0.0,17.0
PID_89,Deep Fryer,Self,72,No,70,4.0,5.0,5.0,0.0,17.0
PID_89,Deep Fryer,Other,80,No,70,4.0,5.0,5.0,0.0,17.0
PID_89,Deep Fryer,Robot,92,No,70,4.0,5.0,5.0,0.0,17.0
PID_89,Wok,Self,50,Yes,77,4.0,5.0,5.0,0.0,17.0
PID_89,Wok,Other,50,Yes,77,4.0,5.0,5.0,0.0,17.0
PID_89,Wok,Robot,80,Yes,77,4.0,5.0,5.0,0.0,17.0
PID_89,Piping Bag,Self,0,No,50,4.0,5.0,5.0,0.0,17.0
PID_89,Piping Bag,Other,0,No,50,4.0,5.0,5.0,0.0,17.0
PID_89,Piping Bag,Robot,0,No,50,4.0,5.0,5.0,0.0,17.0
PID_89,Bottle Cap,Self,1,No,87,4.0,5.0,5.0,0.0,17.0
PID_89,Bottle Cap,Other,0,No,87,4.0,5.0,5.0,0.0,17.0
PID_89,Bottle Cap,Robot,0,No,87,4.0,5.0,5.0,0.0,17.0
PID_89,Lemon Squeezer,Self,0,Yes,100,4.0,5.0,5.0,0.0,17.0
PID_89,Lemon Squeezer,Other,0,Yes,100,4.0,5.0,5.0,0.0,17.0
PID_89,Lemon Squeezer,Robot,0,Yes,100,4.0,5.0,5.0,0.0,17.0
PID_89,Butter Knife,Self,0,Yes,100,4.0,5.0,5.0,0.0,17.0
PID_89,Butter Knife,Other,0,Yes,100,4.0,5.0,5.0,0.0,17.0
PID_89,Butter Knife,Robot,0,Yes,100,4.0,5.0,5.0,0.0,17.0
PID_89,Table Spoon,Self,0,Yes,100,4.0,5.0,5.0,0.0,17.0
PID_89,Table Spoon,Other,0,Yes,100,4.0,5.0,5.0,0.0,17.0
PID_89,Table Spoon,Robot,0,Yes,100,4.0,5.0,5.0,0.0,17.0
PID_90,Twine,Self,41,No,65,4.222222222222222,3.0,1.0,2.0,22.0
